color,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730
0,0.13734000000000002,0.22526000000000002,0.42586,0.63772,0.69536,0.6997599999999999,0.7014199999999999,0.6948199999999999,0.69538,0.69628,0.6877599999999999,0.67228,0.66962,0.67224,0.66152,0.6481199999999999,0.6546199999999999,0.69556,0.73632,0.75698,0.76372,0.76944,0.7669,0.7649999999999999,0.76512,0.7648600000000001,0.7613800000000002,0.7607999999999999,0.76124,0.76002,0.7589600000000001,0.7571,0.7557600000000001,0.75958,0.75664,0.75556
1,0.14274,0.22862,0.4001,0.51786,0.53058,0.52294,0.51958,0.5128600000000001,0.5112,0.51326,0.50646,0.49164,0.48751999999999995,0.49246,0.4814399999999999,0.46642,0.47386,0.51732,0.5555199999999999,0.5757800000000001,0.57846,0.57856,0.5782999999999999,0.57628,0.5734,0.57328,0.57022,0.5677399999999999,0.56752,0.5662200000000001,0.56406,0.5625,0.56122,0.56046,0.55848,0.558
2,0.13508000000000003,0.21464,0.33586,0.39033999999999996,0.38674,0.3798,0.37802,0.37213999999999997,0.3695,0.3702,0.3626,0.34917999999999993,0.34912,0.35364000000000007,0.34497999999999995,0.33306,0.33872,0.37536,0.40797999999999995,0.42728,0.43254000000000004,0.43384,0.43162,0.43217999999999995,0.43007999999999996,0.42904,0.42628000000000005,0.4231999999999999,0.4227,0.42248,0.42066,0.41666,0.41785999999999995,0.41635999999999995,0.41448,0.41626
3,0.13074,0.18980000000000002,0.2596,0.27728,0.26926,0.26274000000000003,0.26158000000000003,0.25534,0.25154,0.25256,0.24698000000000003,0.23708,0.23416,0.2367,0.22732000000000002,0.21804,0.22434000000000004,0.25751999999999997,0.28828,0.30416,0.30594,0.30648,0.306,0.30488,0.30243999999999993,0.29832000000000003,0.29668,0.29642,0.29584,0.29266,0.29081999999999997,0.2879,0.28888,0.28666,0.28691999999999995,0.28650000000000003
4,0.10957999999999998,0.14820000000000003,0.18104,0.1855,0.1782,0.17306,0.1718,0.16499999999999998,0.16358,0.16544,0.16154,0.15378,0.1504,0.1511,0.14638,0.14274,0.14756,0.16726000000000002,0.18283999999999997,0.19912000000000002,0.20452000000000004,0.20568,0.20462000000000002,0.20572,0.20422,0.20308,0.20098,0.19741999999999998,0.19856000000000001,0.19562,0.19626000000000002,0.19329999999999997,0.19356,0.19188,0.19388,0.19562
5,0.09222,0.10968,0.11722000000000002,0.11476,0.11134,0.10822000000000001,0.10832,0.10539999999999998,0.10451999999999999,0.10258,0.09994,0.09523999999999999,0.09481999999999999,0.09496000000000002,0.09043999999999999,0.08906,0.09248,0.10473999999999999,0.10795999999999999,0.11640000000000002,0.13108,0.14292,0.14574,0.14406000000000002,0.1431,0.14226,0.14228000000000002,0.14104,0.13922000000000004,0.13685999999999998,0.13706000000000002,0.13528,0.13757999999999998,0.13640000000000002,0.13692,0.13937999999999998
6,0.06495999999999999,0.06649999999999999,0.067,0.06906000000000001,0.06564,0.06468,0.06422,0.06106,0.06224,0.06096,0.059160000000000004,0.058120000000000005,0.05669999999999999,0.05458,0.05392,0.05616000000000001,0.058539999999999995,0.0598,0.05514,0.06573999999999999,0.07514000000000001,0.08626,0.09076,0.09272,0.0935,0.09128,0.08738,0.08681999999999998,0.08662,0.08702000000000001,0.08702,0.08292000000000001,0.08634,0.08718000000000001,0.08698000000000002,0.0889
7,0.04922,0.05042,0.04908,0.046599999999999996,0.04774,0.04772,0.04996,0.04448,0.042820000000000004,0.04224,0.041859999999999994,0.04062,0.040279999999999996,0.03912,0.038779999999999995,0.039920000000000004,0.0413,0.0421,0.03758,0.04894,0.05077999999999999,0.05018,0.05264,0.059919999999999994,0.06986,0.07921999999999998,0.0888,0.09848000000000001,0.10400000000000001,0.10729999999999999,0.11116,0.10982,0.11427999999999998,0.11947999999999999,0.12502,0.12938
8,0.13992,0.22447999999999996,0.39084,0.49928,0.5044599999999999,0.49445999999999996,0.48789999999999994,0.47874,0.47646,0.47951999999999995,0.4692,0.44605999999999996,0.44090000000000007,0.44668,0.43166000000000004,0.41296,0.42248,0.48186,0.55114,0.5964,0.6414,0.66602,0.67412,0.6742600000000001,0.67276,0.6744,0.6718999999999999,0.67024,0.6708400000000001,0.66732,0.6673199999999999,0.6636200000000001,0.6654800000000001,0.6657400000000001,0.6646599999999999,0.6631
9,0.13455999999999999,0.21448,0.33157999999999993,0.37859999999999994,0.3716,0.36106,0.35544000000000003,0.3456,0.34453999999999996,0.3477799999999999,0.33882,0.31928,0.31322,0.31872,0.30656000000000005,0.29206000000000004,0.3008,0.35268,0.41474,0.45496,0.48599999999999993,0.49868000000000007,0.50264,0.5040600000000001,0.5001599999999999,0.4975599999999999,0.49695999999999996,0.49396000000000007,0.49276,0.4901,0.48747999999999997,0.48529999999999995,0.48466000000000004,0.48346,0.48362,0.48305999999999993
10,0.13523999999999997,0.19476,0.25860000000000005,0.27246,0.26236,0.2552,0.24904,0.23914,0.23811999999999997,0.24165999999999999,0.2339,0.21784000000000003,0.2133,0.21486,0.20522,0.19569999999999999,0.20108,0.23847999999999997,0.28042,0.31192000000000003,0.35103999999999996,0.37528000000000006,0.38208,0.38159999999999994,0.37822,0.3776,0.37598,0.37460000000000004,0.37044,0.36716,0.36502,0.36269999999999997,0.36268,0.36132,0.36024,0.35964
11,0.10391999999999998,0.14582,0.1745,0.17584,0.16676000000000002,0.1615,0.16096,0.1558,0.15394000000000002,0.15469999999999998,0.1482,0.13798,0.13594,0.13706000000000002,0.12985999999999998,0.12426,0.1269,0.14723999999999998,0.16469999999999999,0.18422,0.22068,0.25002,0.25938,0.26128,0.26082,0.25978,0.25742000000000004,0.25698,0.25522,0.25354,0.25354,0.24935999999999997,0.25014,0.25084,0.25164,0.25228
12,0.08959999999999999,0.10613999999999998,0.11168,0.10914000000000001,0.10500000000000001,0.10176,0.10162,0.09698,0.09552,0.09618,0.09258000000000001,0.08703999999999998,0.08476,0.0829,0.08022,0.0824,0.08488,0.09092,0.09315999999999999,0.10094,0.12822,0.16638,0.18386,0.18832,0.18901999999999997,0.18714,0.18658,0.18458000000000002,0.18298,0.18096,0.1802,0.17912,0.17858000000000002,0.17776,0.17764,0.17924
